ID_Transaccion,Fecha,Cuenta_Origen,Cuenta_Destino,Monto,Tipo_Transaccion,Ubicacion_IP,Dispositivo,Es_Fraudulenta
270,2024-05-28,ACC-804079,ACC-972046,3153.6143834296818,Débito,40.202.72.166,Tablet,0
271,2024-06-10,ACC-548746,ACC-576058,4050.8493807399204,Pago,149.213.98.180,Smartphone,0
272,2024-05-24,ACC-136380,ACC-134581,3199.8316293084486,Pago,214.209.14.59,Tablet,0
273,2024-08-02,ACC-339270,ACC-601274,2674.0697438747034,Crédito,45.45.196.147,Smartphone,0
274,2024-09-17,ACC-573362,ACC-557005,1828.3134378241,Crédito,85.86.8.151,Computadora,0
275,2025-01-20,ACC-159513,ACC-914289,1017.3948291312342,Débito,141.57.158.189,Tablet,0
276,2024-09-28,ACC-323292,ACC-301393,1436.5759435536079,Crédito,215.8.251.142,Tablet,0
277,2024-10-31,ACC-557094,ACC-111597,2033.0572889929392,Crédito,5.238.245.17,Computadora,0
278,2024-06-29,ACC-365403,ACC-618129,2149.7632050613847,Crédito,105.73.230.170,Computadora,0
279,2024-06-23,ACC-489792,ACC-963702,3821.804189076344,Transferencia,145.196.219.211,Smartphone,0
280,2024-08-24,ACC-199338,ACC-940124,3364.530777055396,Pago,205.82.145.128,Smartphone,0
281,2025-01-07,ACC-338177,ACC-510882,2141.5954388085784,Pago,88.4.210.29,Tablet,0
282,2024-05-18,ACC-785189,ACC-868056,1958.2782135616826,Transferencia,145.210.111.162,Computadora,0
283,2025-01-30,ACC-485575,ACC-631475,3541.1452061960954,Crédito,20.224.79.217,Tablet,0
284,2025-01-23,ACC-190804,ACC-553528,208.31913626693338,Débito,132.167.84.112,Smartphone,0
285,2024-04-11,ACC-607268,ACC-873909,1560.4331451037788,Crédito,74.237.221.182,Computadora,0
286,2024-12-03,ACC-542619,ACC-125166,566.6082614901109,Transferencia,17.246.234.101,Smartphone,0
287,2025-01-02,ACC-701640,ACC-741135,4680.83363703501,Débito,33.158.24.245,Computadora,0
288,2024-05-24,ACC-523780,ACC-465675,278.95200074271025,Pago,92.151.69.153,Tablet,0
289,2024-07-05,ACC-503744,ACC-741761,1742.121972119193,Pago,161.233.192.160,Tablet,0
290,2024-07-01,ACC-110376,ACC-699951,3412.10385040532,Débito,27.129.83.32,Computadora,0
291,2024-04-20,ACC-826662,ACC-323938,4525.067858821833,Transferencia,132.146.16.189,Tablet,0
292,2024-10-11,ACC-855515,ACC-218772,4539.517715716031,Crédito,60.189.234.179,Computadora,0
293,2024-06-22,ACC-251061,ACC-451464,433.07472809454833,Débito,219.126.31.57,Computadora,0
294,2025-03-02,ACC-333959,ACC-260265,401.9413521127361,Transferencia,135.253.46.21,Tablet,0
295,2024-09-26,ACC-974687,ACC-288530,1032.2004547006823,Crédito,24.178.77.200,Computadora,0
296,2024-11-14,ACC-257179,ACC-587691,1835.0921381743356,Crédito,61.199.106.242,Smartphone,0
297,2025-03-08,ACC-365750,ACC-216068,1777.4301633277669,Débito,162.32.103.235,Computadora,0
298,2024-07-28,ACC-648985,ACC-309445,2440.3847724636917,Transferencia,32.221.77.107,Computadora,0
299,2024-08-06,ACC-455186,ACC-587998,2476.1495118479947,Transferencia,2.22.193.122,Tablet,0
300,2024-11-19,ACC-620126,ACC-874639,3264.0451132339113,Crédito,184.100.197.119,Computadora,0
