ID_Transaccion,Fecha,Cuenta_Origen,Cuenta_Destino,Monto,Tipo_Transaccion,Ubicacion_IP,Dispositivo,Es_Fraudulenta
269,2025-03-23,ACC-129166,ACC-862536,1791.3672294428504,Transferencia,131.68.120.39,Tablet,0
270,2024-06-16,ACC-151611,ACC-377933,3415.418710077574,Pago,158.207.38.110,Computadora,0
271,2025-01-08,ACC-555950,ACC-656473,2331.851616295447,Transferencia,193.148.226.174,Computadora,0
272,2024-11-13,ACC-565709,ACC-341048,2365.670091837235,Transferencia,136.0.246.246,Smartphone,0
273,2024-09-17,ACC-337454,ACC-681049,4909.972041449509,Pago,102.26.53.76,Tablet,0
274,2024-12-11,ACC-110845,ACC-616643,2358.0660678645,Crédito,164.213.91.62,Tablet,0
275,2025-01-03,ACC-578010,ACC-227599,564.7743007074205,Transferencia,23.145.160.75,Smartphone,0
276,2024-05-01,ACC-514122,ACC-185538,245.4250739424654,Transferencia,188.77.69.195,Computadora,0
277,2024-06-09,ACC-337985,ACC-461637,1188.8298230005712,Crédito,209.165.85.10,Smartphone,0
278,2024-11-13,ACC-976206,ACC-377645,2976.5287659848696,Débito,28.139.26.212,Computadora,0
279,2024-11-05,ACC-760783,ACC-338423,4497.941775457212,Crédito,205.16.242.130,Tablet,0
280,2024-11-21,ACC-245340,ACC-512378,915.3630547212078,Pago,63.107.240.68,Computadora,0
281,2024-07-31,ACC-835924,ACC-383787,4563.2384667089145,Débito,204.109.143.138,Computadora,0
282,2024-10-06,ACC-954804,ACC-460566,3156.0708532550375,Crédito,35.113.208.203,Computadora,0
283,2024-06-30,ACC-953872,ACC-465077,498.6772692222584,Débito,173.213.65.167,Computadora,0
284,2024-06-04,ACC-708270,ACC-402295,1225.0434472301115,Transferencia,180.133.112.231,Smartphone,0
285,2025-02-12,ACC-873138,ACC-551391,2197.0380851013956,Pago,85.246.198.35,Smartphone,0
286,2024-08-18,ACC-953469,ACC-175993,2345.025761245405,Crédito,107.111.128.121,Tablet,0
287,2024-12-10,ACC-145925,ACC-877864,1971.3156061580528,Transferencia,17.119.62.188,Computadora,0
288,2024-04-07,ACC-581294,ACC-727579,878.9994581735101,Crédito,1.27.53.244,Computadora,0
289,2025-01-09,ACC-597201,ACC-553152,2167.9874907426806,Débito,21.56.7.251,Tablet,0
290,2025-01-20,ACC-200087,ACC-504965,2877.0466858009036,Transferencia,113.14.152.92,Computadora,0
291,2025-01-12,ACC-165644,ACC-541812,3589.257416269381,Crédito,221.190.235.3,Tablet,0
292,2024-09-04,ACC-241491,ACC-691307,589.634559964866,Transferencia,190.66.227.70,Tablet,0
293,2024-07-02,ACC-902473,ACC-116955,2951.549913394573,Transferencia,21.79.107.129,Tablet,0
294,2024-07-17,ACC-585535,ACC-185579,2705.623795167285,Pago,14.133.60.180,Tablet,0
295,2024-09-22,ACC-218593,ACC-969589,3821.610145975086,Transferencia,60.247.151.146,Computadora,0
296,2025-03-23,ACC-621880,ACC-632128,4206.586723968979,Transferencia,211.125.173.38,Tablet,0
297,2024-08-25,ACC-162337,ACC-629316,1452.076270581243,Crédito,97.26.191.9,Tablet,0
298,2024-06-02,ACC-308274,ACC-740266,4894.629572150391,Crédito,10.177.63.164,Tablet,0
299,2024-12-15,ACC-399490,ACC-837641,4831.317592361466,Pago,195.192.54.53,Smartphone,0
300,2024-12-19,ACC-532395,ACC-108831,4566.963380204663,Transferencia,180.106.55.171,Tablet,0
